;faa;name;lat;lon;alt;tz;dst;tzone
991;NYG;Quantico Mcaf;38,501683;-77,305333;11;-5;A;America/New_York
992;NZC;Cecil Field;30,2187;-81,8767;81;-5;A;America/New_York
993;NZJ;El Toro;33,676132;-117,731164;383;-8;A;America/Los_Angeles
994;NZY;North Island Nas;32,699219;-117,21531;26;-8;A;America/Los_Angeles
995;O03;Morgantown Airport;40,1570414;-75,8704892;600;-5;A;America/New_York
996;O27;Oakdale Airport;37,7563333;-120,8001944;237;-8;A;America/Los_Angeles
997;OAJ;Albert J Ellis;34,829164;-77,612139;94;-5;A;America/New_York
998;OAK;Metropolitan Oakland Intl;37,721278;-122,220722;9;-8;A;America/Los_Angeles
999;OAR;Marina Muni;36,681878;-121,762347;134;-8;A;America/Los_Angeles
1000;OBE;County;27,265833;-80,851111;34;-5;A;America/New_York
1001;OBU;Kobuk Airport;66,912222;-156,897222;137;-9;A;America/Anchorage
1002;OCA;Key Largo;25,325393;-80,274775;8;-5;A;America/New_York
1003;OCF;International Airport;29,1725;-82,224167;89;-5;A;America/New_York
1004;OEB;Branch County Memorial Airport;41,9335691;-85,0522935;959;-5;A;America/New_York
1005;OFF;Offutt Afb;41,118332;-95,912511;1052;-6;A;America/Chicago
1006;OGG;Kahului;20,89865;-156,430458;54;-10;N;Pacific/Honolulu
1007;OGS;Ogdensburg Intl;44,681854;-75,4655;297;-5;A;America/New_York
1008;OJC;Johnson County Airport;38,5051;-94,4415;1096;-6;A;America/Chicago
1009;OKC;Will Rogers World;35,393089;-97,600733;1295;-6;A;America/Chicago
1010;OLF;LM Clayton Airport;48,094444;-105,575;1986;-7;A;America/Denver
1011;OLH;Old Harbor Airport;57,218056;-153,269722;55;-9;A;America/Anchorage
1012;OLM;Olympia Regional Airpor;46,9694044;-122,9025447;209;-8;A;America/Los_Angeles
1013;OLS;Nogales Intl;31,417722;-110,84789;3955;-7;A;America/Phoenix
1014;OLT;San Diego Old Town Transit Center;32,7552;-117,1995;0;-8;A;America/Los_Angeles
1015;OLV;Olive Branch Muni;34,876944;-89,783333;350;-6;A;America/Chicago
1016;OMA;Eppley Afld;41,303167;-95,894069;984;-6;A;America/Chicago
1017;OME;Nome;64,512203;-165,445247;37;-9;A;America/Anchorage
1018;OMN;Ormond Beach municipal Airport;29,1804;-81,06497;28;-5;A;America/New_York
1019;ONH;Oneonta Municipal Airport;42,524722;-75,064444;1763;-5;A;America/New_York
1020;ONP;Newport Municipal Airport;44,580361;-124,057917;160;-8;A;America/Los_Angeles
1021;ONT;Ontario Intl;34,056;-117,601194;944;-8;A;America/Los_Angeles
1022;OOK;Toksook Bay Airport;60,541389;-165,087222;59;-9;A;America/Anchorage
1023;OPF;Opa Locka;25,907;-80,278389;8;-5;A;America/New_York
1024;OQN;Brandywine Airport;39,5924;-75,3455;466;-5;A;America/New_York
1025;OQU;Quonset State Airport;41,5971389;-71,4121389;18;-5;A;America/New_York
1026;ORD;Chicago Ohare Intl;41,978603;-87,904842;668;-6;A;America/Chicago
1027;ORF;Norfolk Intl;36,894611;-76,201222;26;-5;A;America/New_York
1028;ORH;Worcester Regional Airport;42,2673;-71,8757;1009;-5;A;America/New_York
1029;ORI;Port Lions Airport;57,885278;-152,846111;52;-9;A;America/Anchorage
1030;ORL;Executive;28,545464;-81,332936;113;-5;A;America/New_York
1031;ORT;Northway;62,961334;-141,929136;1716;-9;A;America/Anchorage
1032;ORV;Robert Curtis Memorial Airport;66,8175;-161,022222;55;-9;A;America/Anchorage
1033;OSC;Oscoda Wurtsmith;44,451558;-83,394053;634;-5;A;America/New_York
1034;OSH;Wittman Regional Airport;44,024983;-88,551336;790;-6;A;America/Chicago
1035;OSU;Ohio State University Airport;40,0798;-83,073;905;-5;U;America/New_York
1036;OTH;Southwest Oregon Regional Airport;43,4171;-124,246;17;-8;A;America/Los_Angeles
1037;OTS;Anacortes Airport;48,498889;-122,6625;241;-8;A;America/Los_Angeles
1038;OTZ;Ralph Wien Mem;66,884678;-162,59855;11;-9;A;America/Anchorage
1039;OWB;Owensboro Daviess County Airport;37,7401;-87,1668;406;-6;A;America/Chicago
1040;OWD;Norwood Memorial Airport;42,1905278;-71,1729444;49;-5;A;America/New_York
1041;OXC;Waterbury-Oxford Airport;41,4785556;-73,13525;726;-5;A;America/New_York
1042;OXD;Miami University Airport;39,5022607;-84,7843814;1040;-5;U;America/New_York
1043;OXR;Oxnard - Ventura County;34,200833;-119,207222;15;-8;A;America/Los_Angeles
1044;OZA;Ozona Muni;30,735281;-101,202972;2381;-6;A;America/Chicago
1045;P08;Coolidge Municipal Airport;32,93590164;-111,427002;1574;-7;A;America/Phoenix
1046;P52;Cottonwood Airport;34,72999954;-112,0350037;3550;-7;A;America/Phoenix
1047;PAE;Snohomish Co;47,906342;-122,281564;606;-8;A;America/Los_Angeles
1048;PAH;Barkley Regional Airport;37,0602875;-88,7729583;410;-6;A;America/Chicago
1049;PAM;Tyndall Afb;30,069567;-85,575417;17;-6;A;America/Chicago
1050;PAO;Palo Alto Airport of Santa Clara County;37,4611111;-122,1150556;7;-8;A;America/Los_Angeles
1051;PAQ;Palmer Muni;61,594914;-149,088711;242;-9;A;America/Anchorage
1052;PBF;Grider Fld;34,173142;-91,935597;206;-6;A;America/Chicago
1053;PBG;Plattsburgh Intl;44,650944;-73,468139;234;-5;A;America/New_York
1054;PBI;Palm Beach Intl;26,683161;-80,095589;19;-5;A;America/New_York
1055;PBV;St George;56,578344;-169,661611;125;-9;A;America/Anchorage
1056;PBX;Pike County Airport - Hatcher Field;37,5617639;-82,5663889;1473;-5;A;America/New_York
1057;PCW;Erie-Ottawa Regional Airport;41,5162703;-82,8694868;590;-5;U;America/New_York
1058;PCZ;Waupaca Municipal Airport;44,33325;-89,0197778;840;-6;A;America/Chicago
1059;PDB;Pedro Bay Airport;59,782222;-154,1325;45;-9;A;America/Anchorage
1060;PDK;Dekalb-Peachtree Airport;33,8756111;-84,3019722;1003;-5;A;America/New_York
1061;PDT;Eastern Oregon Regional Airport;45,695;-118,841389;1497;-8;A;America/Los_Angeles
1062;PDX;Portland Intl;45,588722;-122,5975;30;-8;A;America/Los_Angeles
1063;PEC;Pelican Seaplane Base;57,955278;-136,236389;0;-9;A;America/Anchorage
1064;PEQ;Pecos Municipal Airport;31,3823889;-103,5107222;2613;-6;A;America/Chicago
1065;PFN;Panama City Bay Co Intl;30,212083;-85,682806;20;-6;A;America/Chicago
1066;PGA;Page Municipal Airport;36,9261;-111,4483;4316;-7;A;America/Phoenix
1067;PGD;Charlotte County-Punta Gorda Airport;26,919722;-81,990556;26;-5;A;America/New_York
1068;PGV;Pitt-Greenville Airport;35,635278;-77,385278;27;-5;A;America/New_York
1069;PHD;Harry Clever Field Airport;40,4701667;-81,4199444;894;-5;A;America/New_York
1070;PHF;Newport News Williamsburg Intl;37,131894;-76,492989;43;-5;A;America/New_York
1071;PHK;Pahokee Airport;26,789;-80,692;18;-5;A;America/New_York
1072;PHL;Philadelphia Intl;39,871944;-75,241139;36;-5;A;America/New_York
1073;PHN;St Clair Co Intl;42,910957;-82,528862;650;-5;A;America/New_York
1074;PHO;Point Hope Airport;68,3488;-166,799;12;-9;A;America/Anchorage
1075;PHX;Phoenix Sky Harbor Intl;33,434278;-112,011583;1135;-7;N;America/Phoenix
1076;PIA;Peoria Regional;40,664203;-89,693258;660;-6;A;America/Chicago
1077;PIB;Hattiesburg Laurel Regional Airport;31,4671;-89,3371;298;-6;A;America/Chicago
1078;PIE;St Petersburg Clearwater Intl;27,910167;-82,687389;10;-5;A;America/New_York
1079;PIH;Pocatello Regional Airport;42,9098;-112,596;4452;-7;A;America/Denver
1080;PIM;Harris County Airport;32,8406944;-84,8824444;902;-5;A;America/New_York
1081;PIP;Pilot Point Airport;57,585393;-157,571944;57;-9;A;America/Anchorage
1082;PIR;Pierre Regional Airport;44,3827;-100,286;1742;-6;A;America/Chicago
1083;PIT;Pittsburgh Intl;40,491467;-80,232872;1204;-5;A;America/New_York
1084;PIZ;Point Lay Lrrs;69,732875;-163,005342;25;-9;A;America/Anchorage
1085;PKB;Mid-Ohio Valley Regional Airport;39,3451039;-81,4392031;858;-5;A;America/New_York
1086;PLN;Pellston Regional Airport of Emmet County Airport;45,5709;-84,7967;720;-5;A;America/New_York
1087;PMB;Pembina Muni;48,942501;-97,240833;795;-6;A;America/Chicago
1088;PMD;Palmdale Rgnl Usaf Plt 42;34,629391;-118,08456;2543;-8;A;America/Los_Angeles
1089;PML;Port Moller Airport;56,006111;-160,560833;20;-9;A;America/Anchorage
1090;PMP;Pompano Beach Airpark;26,2471389;-80,1110556;19;-5;A;America/New_York
1091;PNC;Ponca City Rgnl;36,731958;-97,099781;1007;-6;A;America/Chicago
1092;PNE;Northeast Philadelphia;40,081944;-75,010586;121;-5;A;America/New_York
1093;PNM;Princeton Muni;45,559868;-93,608217;979;-6;A;America/Chicago
1094;PNS;Pensacola Rgnl;30,473425;-87,186611;121;-6;A;America/Chicago
1095;POB;Pope Field;35,170883;-79,014472;217;-5;A;America/New_York
1096;POC;Brackett Field;34,0916667;-117,7817778;1014;-8;A;America/Los_Angeles
1097;POE;Polk Aaf;31,044833;-93,191667;330;-6;A;America/Chicago
1098;POF;Poplar Bluff Municipal Airport;36,77394444;-90,3248611;331;-6;A;America/Chicago
1099;PPC;Prospect Creek Airport;66,814167;-150,643611;1095;-9;A;America/Anchorage
1100;PPV;Port Protection Seaplane Base;56,328889;-133,61;0;-9;A;America/Anchorage
1101;PQI;Northern Maine Rgnl At Presque Isle;46,688958;-68,044797;534;-5;A;America/New_York
1102;PQS;Pilot Station Airport;61,934444;-162,899444;305;-9;A;America/Anchorage
1103;PRC;Ernest A Love Fld;34,654472;-112,419583;5045;-7;A;America/Phoenix
1104;PRL;Port Oceanic Airport;60,2083333;-147,8194444;142;-9;A;America/Anchorage
1105;PSC;Tri Cities Airport;46,2647;-119,119;410;-8;A;America/Los_Angeles
1106;PSG;Petersburg James A. Johnson;56,801667;-132,945278;105;-9;A;America/Anchorage
1107;PSM;Pease International Tradeport;43,0779;-70,8233;100;-5;A;America/New_York
1108;PSP;Palm Springs Intl;33,829667;-116,506694;477;-8;A;America/Los_Angeles
1109;PSX;Palacios Muni;28,727508;-96,250958;14;-6;A;America/Chicago
1110;PTA;Port Alsworth Airport;60,208281;-154,306586;253;-9;A;America/Anchorage
1111;PTB;Dinwiddie County Airport;37,18375;-77,507388;193;-5;A;America/New_York
1112;PTH;Port Heiden Airport;56,9591;-158,633;95;-9;A;America/Anchorage
1113;PTK;Oakland Co. Intl;42,667;-83,35;980;-5;A;America/New_York
1114;PTU;Platinum;59,011356;-161,819664;15;-9;A;America/Anchorage
1115;PUB;Pueblo Memorial;38,289085;-104,496572;4726;-7;A;America/Denver
1116;PUC;Carbon County Regional-Buck Davis Field;39,609722;-110,75278;5957;-7;A;America/Denver
1117;PUW;Pullman-Moscow Rgnl;46,743861;-117,109583;2556;-8;A;America/Los_Angeles
1118;PVC;Provincetown Muni;42,071945;-70,22139;9;-5;A;America/New_York
1119;PVD;Theodore Francis Green State;41,732581;-71,420383;55;-5;A;America/New_York
1120;PVU;Provo Municipal Airport;40,21805555;-111,7222222;4497;-7;A;America/Denver
1121;PWK;Chicago Executive;42,1142897;-87,9015376;647;-6;A;America/Chicago
1122;PWM;Portland Intl Jetport;43,646161;-70,309281;77;-5;A;America/New_York
1123;PWT;Bremerton National;47,490244;-122,764814;444;-8;A;America/Los_Angeles
1124;PYM;Plymouth Municipal Airport;41,9090278;-70,7287778;148;-5;A;America/New_York
1125;PYP;Centre-Piedmont-Cherokee County Regional Airport;34,0899167;-85,6100833;595;-6;A;America/Chicago
1126;R49;Ferry County Airport;48,7182058;-118,6564714;2522;-8;A;America/Los_Angeles
1127;RAC;John H. Batten Airport;42,7605;-87,8152;674;-6;A;America/Chicago
1128;RAL;Riverside Muni;33,951875;-117,445103;818;-8;A;America/Los_Angeles
1129;RAP;Rapid City Regional Airport;44,045278;-103,057222;3204;-7;A;America/Denver
1130;RBD;Dallas Executive Airport;32,680833;-96,868333;201;-6;A;America/Chicago
1131;RBK;French Valley Airport;33,5741791;-117,1284732;1350;-8;A;America/Los_Angeles
1132;RBM;Robinson Aaf;34,850089;-92,300153;587;-6;A;America/Chicago
1133;RBN;Fort Jefferson;24,61667;-82,86667;0;-5;A;America/New_York
1134;RBY;Ruby Airport;64,7272;-155,47;653;-9;A;America/Anchorage
1135;RCA;Ellsworth Afb;44,145042;-103,103567;3279;-7;A;America/Denver
1136;RCE;Roche Harbor Seaplane Base;48,608056;-123,159722;0;-8;A;America/Los_Angeles
1137;RCZ;Richmond County Airport;34,8913056;-79,7596111;358;-5;A;America/New_York
1138;RDD;Redding Muni;40,509;-122,293389;504;-8;A;America/Los_Angeles
1139;RDG;Reading Regional Carl A Spaatz Field;40,3785;-75,9652;344;-5;A;America/New_York
1140;RDM;Roberts Fld;44,254066;-121,149964;3077;-8;A;America/Los_Angeles
1141;RDR;Grand Forks Afb;47,961098;-97,401194;913;-6;A;America/Chicago
1142;RDU;Raleigh Durham Intl;35,877639;-78,787472;435;-5;A;America/New_York
1143;RDV;Red Devil Airport;61,788056;-157,350278;174;-9;A;America/Anchorage
1144;REI;Redlands Municipal Airport;34,08525;-117,146388;1574;-8;A;America/Los_Angeles
1145;RFD;Chicago Rockford International Airport;42,1953611;-89,0972222;742;-6;A;America/Chicago
1146;RHI;Rhinelander Oneida County Airport;45,6312;-89,4675;1624;-6;A;America/Chicago
1147;RIC;Richmond Intl;37,505167;-77,319667;167;-5;A;America/New_York
1148;RID;Richmond Municipal Airport;39,7561006;-84,8427175;1140;-5;U;America/New_York
1149;RIF;Richfield Minicipal Airport;38,7364361;-112,0989444;5301;-7;A;America/Denver
1150;RIL;Garfield County Regional Airport;39,5263056;-107,7269444;5548;-7;A;America/Denver
1151;RIR;Flabob Airport;33,988778;-117,409971;764;-8;A;America/Los_Angeles
1152;RIU;Rancho Murieta;38,486778;-121,102778;141;-8;A;America/Los_Angeles
1153;RIV;March Arb;33,880711;-117,259453;1535;-8;A;America/Los_Angeles
1154;RIW;Riverton Regional;43,064167;-108,459722;5525;-7;A;America/Denver
1155;RKD;Knox County Regional Airport;44,0601111;-69,0992303;56;-5;A;America/New_York
1156;RKH;Rock Hill York Co Bryant Airport;34,9878;-81,0572;667;-5;A;America/New_York
1157;RKP;Aransas County Airport;28,0862222;-97,0436944;24;-6;A;America/Chicago
1158;RKS;Rock Springs Sweetwater County Airport;41,5942;-109,065;6760;-7;A;America/Denver
1159;RME;Griffiss Afld;43,2338;-75,407033;504;-5;A;America/New_York
1160;RMG;Richard B Russell Airport;34,3507778;-85,1586667;664;-5;A;America/New_York
1161;RMP;Rampart Airport;65,507778;-150,140833;302;-9;A;America/Anchorage
1162;RMY;Brooks Field Airport;42,2511932;-84,9554443;941;-5;A;America/New_York
1163;RND;Randolph Afb;29,529675;-98,2789;762;-6;A;America/Chicago
1164;RNM;Ramona Airport;33,0391667;-116,91525;1395;-8;A;America/Los_Angeles
1165;RNO;Reno Tahoe Intl;39,499108;-119,768108;4415;-8;A;America/Los_Angeles
1166;RNT;Renton;47,4931389;-122,21575;32;-8;A;America/Los_Angeles
1167;ROA;Roanoke Regional;37,325472;-79,975417;1175;-5;A;America/New_York
1168;ROC;Greater Rochester Intl;43,118866;-77,672389;559;-5;A;America/New_York
1169;ROW;Roswell Intl Air Center;33,301556;-104,530556;3671;-7;A;America/Denver
1170;RSH;Russian Mission Airport;61,775;-161,319444;51;-9;A;America/Anchorage
1171;RSJ;Rosario Seaplane Base;48,645556;-122,868056;0;-8;A;America/Los_Angeles
1172;RST;Rochester;43,908283;-92,500014;1317;-6;A;America/Chicago
1173;RSW;Southwest Florida Intl;26,536167;-81,755167;30;-5;A;America/New_York
1174;RUT;Rutland State Airport;43,5294;-72,9496;787;-5;A;America/New_York
1175;RVS;Richard Lloyd Jones Jr Airport;36,0396111;-95,9846389;638;-6;A;America/Chicago
1176;RWI;Rocky Mount Wilson Regional Airport;35,8563;-77,8919;159;-5;A;America/New_York
1177;RWL;Rawlins Municipal Airport-Harvey Field;41,8055975;-107,19994;6813;-7;A;America/Denver
1178;RYY;Cobb County Airport-Mc Collum Field;34,0131569;-84,5970556;1041;-5;A;America/New_York
1179;S30;Lebanon State;44,3179;-122,5577;344;-8;A;America/Los_Angeles
1180;S40;Prosser;46,128;-119,4773;705;-8;A;America/Los_Angeles
1181;S46;Port O\\'Connor Airfield;28,429977;-96,442859;10;-6;A;America/Chicago
1182;SAA;Shively Field Airport;41,4448594;-106,8235264;7012;-7;A;America/Denver
1183;SAC;Sacramento Executive;38,512524;-121,49347;24;-8;A;America/Los_Angeles
1184;SAD;Safford Regional Airport;32,8533333;-109,6350833;3179;-7;N;America/Phoenix
1185;SAF;Santa Fe Muni;35,617108;-106,089422;6348;-7;A;America/Denver
1186;SAN;San Diego Intl;32,733556;-117,189667;17;-8;A;America/Los_Angeles
1187;SAT;San Antonio Intl;29,533694;-98,469778;809;-6;A;America/Chicago
1188;SAV;Savannah Hilton Head Intl;32,127583;-81,202139;51;-5;A;America/New_York
1189;SBA;Santa Barbara Muni;34,426211;-119,840372;10;-8;A;America/Los_Angeles
1190;SBD;San Bernardino International Airport;34,0953521;-117,2348722;1159;-8;A;America/Los_Angeles
1191;SBM;Sheboygan County Memorial Airport;43,7696;-87,851402;755;-6;A;America/Chicago
1192;SBN;South Bend Rgnl;41,708661;-86,31725;799;-5;A;America/New_York
1193;SBO;Emanuel Co;32,609139;-82,369944;327;-5;A;America/New_York
1194;SBP;San Luis County Regional Airport;35,2368;-120,642;212;-8;A;America/Los_Angeles
1195;SBS;Steamboat Springs Airport-Bob Adams Field;40,51625;-106,8663056;6882;-7;A;America/Denver
1196;SBY;Salisbury Ocean City Wicomico Rgnl;38,340525;-75,510289;52;-5;A;America/New_York
1197;SCC;Deadhorse;70,19475;-148,465167;64;-9;A;America/Anchorage
1198;SCE;University Park Airport;40,849278;-77,848694;1239;-5;A;America/New_York
1199;SCH;Stratton ANGB - Schenectady County Airpor;42,85245555;-73,92886667;378;-5;A;America/New_York
1200;SCK;Stockton Metropolitan;37,894167;-121,238306;33;-8;A;America/Los_Angeles
1201;SCM;Scammon Bay Airport;61,845278;-165,571389;14;-9;A;America/Anchorage
1202;SDC;Williamson-Sodus Airport;43,2347904;-77,119444;424;-5;A;America/New_York
1203;SDF;Louisville International Airport;38,1740858;-85,7364989;501;-5;A;America/New_York
1204;SDM;Brown Field Municipal Airport;32,5722722;-116,9801611;526;-8;A;America/Los_Angeles
1205;SDP;Sand Point Airport;55,315;-160,523;21;-9;A;America/Anchorage
1206;SDX;Sedona;34,848628;-111,788472;4830;-7;A;America/Phoenix
1207;SDY;Sidney-Richland Municipal Airport;47,706944;-104,1925;1984;-7;A;America/Denver
1208;SEA;Seattle Tacoma Intl;47,449;-122,309306;433;-8;A;America/Los_Angeles
1209;SEE;Gillespie;32,8262222;-116,9724444;388;-8;A;America/Los_Angeles
1210;SEF;Regional - Hendricks AAF;27,456389;-81,342222;63;-5;A;America/New_York
1211;SEM;Craig Fld;32,343947;-86,987803;166;-6;A;America/Chicago
1212;SES;Selfield Airport;32,4404;-86,9522;131;-6;A;America/Chicago
1213;SFB;Orlando Sanford Intl;28,777639;-81,237489;55;-5;A;America/New_York
1214;SFF;Felts Fld;47,682819;-117,322558;1953;-8;A;America/Los_Angeles
1215;SFM;Sanford Regional;43,39383;-70,708;244;-5;A;America/New_York
1216;SFO;San Francisco Intl;37,618972;-122,374889;13;-8;A;America/Los_Angeles
1217;SFZ;North Central State;41,920764;-71,491381;441;-5;A;America/New_York
1218;SGF;Springfield Branson Natl;37,245667;-93,388639;1268;-6;A;America/Chicago
1219;SGH;Springfield-Beckly Municipal Airport;39,8402778;-83,8401667;1051;-5;A;America/New_York
1220;SGJ;St. Augustine Airport;29,95925;-81,3397222;10;-5;A;America/New_York
1221;SGR;Sugar Land Regional Airport;29,62225;-95,6565278;82;-6;A;America/Chicago
1222;SGU;St George Muni;37,090583;-113,593056;2941;-7;A;America/Denver
1223;SGY;Skagway Airport;59,4601;-135,316;44;-9;A;America/Anchorage
1224;SHD;Shenandoah Valley Regional Airport;38,263889;-78,896389;1201;-5;A;America/New_York
1225;SHG;Shungnak Airport;66,888056;-157,1625;197;-9;A;America/Anchorage
1226;SHH;Shishmaref Airport;66,2496;-166,089;12;-9;A;America/Anchorage
1227;SHR;Sheridan County Airport;44,7692;-106,98;4021;-7;A;America/Denver
1228;SHV;Shreveport Rgnl;32,446629;-93,8256;258;-6;A;America/Chicago
1229;SHX;Shageluk Airport;62,692222;-159,569167;79;-9;A;America/Anchorage
1230;SIK;Sikeston Memorial Municipal;36,8988889;-89,56175;315;-6;A;America/Chicago
1231;SIT;Sitka Rocky Gutierrez;57,047138;-135,361611;21;-9;A;America/Anchorage
1232;SJC;Norman Y Mineta San Jose Intl;37,3626;-121,929022;62;-8;A;America/Los_Angeles
1233;SJT;San Angelo Rgnl Mathis Fld;31,35775;-100,496306;1919;-6;A;America/Chicago
1234;SKA;Fairchild Afb;47,615058;-117,655772;2461;-8;A;America/Los_Angeles
1235;SKF;Lackland Afb Kelly Fld Annex;29,384228;-98,581108;691;-6;A;America/Chicago
1236;SKK;Shaktoolik Airport;64,371111;-161,223889;24;-9;A;America/Anchorage
1237;SKY;Griffing Sandusky;41,433361;-82,652333;580;-5;A;America/New_York
1238;SLC;Salt Lake City Intl;40,788389;-111,977772;4227;-7;A;America/Denver
1239;SLE;McNary Field;44,9095;-123,003;214;-8;A;America/Los_Angeles
1240;SLK;Adirondack Regional Airport;44,3853;-74,2062;1663;-5;A;America/New_York
1241;SLN;Salina Municipal Airport;38,791;-97,6522;1288;-6;A;America/Chicago
1242;SLQ;Sleetmute Airport;61,700566;-157,165833;190;-9;A;America/Anchorage
1243;SMD;Smith Fld;41,143353;-85,152778;834;-5;A;America/New_York
1244;SME;Lake Cumberland Regional Airport;37,053611;-84,615556;927;-5;A;America/New_York
1245;SMF;Sacramento Intl;38,695417;-121,590778;27;-8;A;America/Los_Angeles
1246;SMK;St. Michael Airport;63,49;-162,110278;98;-9;A;America/Anchorage
1247;SMN;Lemhi County Airport;45,123889;-113,881389;4043;-7;A;America/Denver
1248;SMO;Santa Monica Municipal Airport;34,0158333;-118,4513056;177;-8;A;America/Los_Angeles
1249;SMX;Santa Maria Pub Cpt G Allan Hancock Airport;34,8989;-120,457;261;-8;A;America/Los_Angeles
1250;SNA;John Wayne Arpt Orange Co;33,675667;-117,868222;56;-8;A;America/Los_Angeles
1251;SNP;St Paul Island;57,167333;-170,220444;63;-9;A;America/Anchorage
1252;SNY;Sidney Muni Airport;41,10167;-102,985;4313;-7;A;America/Denver
1253;SOP;Moore County Airport;35,2376111;-79,3887958;455;-5;A;America/New_York
1254;SOW;Show Low Regional Airport;34,265556;-110,005556;6415;-7;A;America/Phoenix
1255;SPB;Scappoose Industrial Airpark;45,771028;-122,861833;58;-8;A;America/Los_Angeles
1256;SPF;Black Hills Airport-Clyde Ice Field;44,4811407;-103,7860053;3931;-7;A;America/Denver
1257;SPG;Albert Whitted;27,765111;-82,626972;7;-5;A;America/New_York
1258;SPI;Abraham Lincoln Capital;39,8441;-89,677889;597;-6;A;America/Chicago
1259;SPS;Sheppard Afb Wichita Falls Muni;33,988797;-98,491894;1019;-6;A;America/Chicago
1260;SPW;Spencer Muni;43,165527;-95,202805;1339;-6;A;America/Chicago
1261;SPZ;Silver Springs Airport;39,4030278;-119,2511944;4269;-8;A;America/Los_Angeles
1262;SQL;San Carlos Airport;37,511944;-122,249444;5;-8;A;America/Los_Angeles
1263;SRQ;Sarasota Bradenton Intl;27,395444;-82,554389;30;-5;A;America/New_York
1264;SRR;Sierra Blanca Regional Airport;33,46285;-105,534751;6814;-7;A;America/Denver
1265;SRV;Stony River 2 Airport;61,7875;-156,591111;230;-9;A;America/Anchorage
1266;SSC;Shaw Afb;33,972719;-80,470564;242;-5;A;America/New_York
1267;SSI;McKinnon Airport;31,1519722;-81,3910556;19;-5;A;America/New_York
1268;STC;Saint Cloud Regional Airport;45,546556;-94,059889;1031;-6;A;America/Chicago
1269;STE;Stevens Point Municipal Airport;44,5451356;-89,5302844;1110;-6;A;America/Chicago
1270;STG;St. George Airport;56,577222;-169,663611;125;-9;A;America/Anchorage
1271;STJ;Rosecrans Mem;39,771944;-94,909706;826;-6;A;America/Chicago
1272;STK;Sterling Municipal Airport;40,6153136;-103,2648454;4040;-7;A;America/Denver
1273;STL;Lambert St Louis Intl;38,748697;-90,370028;618;-6;A;America/Chicago
1274;STS;Charles M Schulz Sonoma Co;38,508978;-122,81288;125;-8;A;America/Los_Angeles
1275;SUA;Witham Field Airport;27,1816996;-80,221294;16;-5;A;America/New_York
1276;SUE;Door County Cherryland Airport;44,8436667;-87,4215556;725;-6;U;America/Chicago
1277;SUN;Friedman Mem;43,504444;-114,296194;5320;-7;A;America/Denver
1278;SUS;Spirit Of St Louis;38,662119;-90,652044;463;-6;A;America/Chicago
1279;SUU;Travis Afb;38,262692;-121,927464;62;-8;A;America/Los_Angeles
1280;SUX;Sioux Gateway Col Bud Day Fld;42,402603;-96,384367;1098;-6;A;America/Chicago
1281;SVA;Savoonga Airport;63,6864;-170,493;53;-9;A;America/Anchorage
1282;SVC;Grant County Airport;32,6365;-108,156;5446;-7;A;America/Denver
1283;SVH;Regional Airport;35,7649958;-80,9538958;968;-5;A;America/New_York
1284;SVN;Hunter Aaf;32,01;-81,145683;42;-5;A;America/New_York
1285;SVW;Sparrevohn Lrrs;61,097369;-155,574228;1583;-9;A;America/Anchorage
1286;SWD;Seward Airport;60,1269383;-149,4188122;22;-9;U;America/Anchorage
1287;SWF;Stewart Intl;41,504094;-74,104839;491;-5;A;America/New_York
1288;SXP;Sheldon Point Airport;62,520556;-164,847778;12;-9;A;America/Anchorage
1289;SXQ;Soldotna Airport;60,4749583;-151,0382389;113;-9;U;America/Anchorage
1290;SYA;Eareckson As;52,712275;174,11362;98;-9;A;America/Anchorage
1291;SYB;Seal Bay Seaplane Base;58,166667;-152,5;0;-9;A;America/Anchorage
1292;SYR;Syracuse Hancock Intl;43,111187;-76,106311;421;-5;A;America/New_York
1293;SZL;Whiteman Afb;38,730306;-93,547864;870;-6;A;America/Chicago
1294;TAL;Tanana Airport;65,179556;-152,075833;207;-9;A;America/Anchorage
1295;TAN;Taunton Municipal Airport - King Field;41,8744017;-71,0166453;43;-5;A;America/New_York
1296;TBN;Waynesville Rgnl Arpt At Forney Fld;37,741631;-92,140736;1159;-6;A;America/Chicago
1297;TCC;Tucumcari Muni;35,182777;-103,603186;4065;-7;A;America/Denver
1298;TCL;Tuscaloosa Rgnl;33,220627;-87,611403;170;-6;A;America/Chicago
1299;TCM;Mc Chord Afb;47,137678;-122,476475;322;-8;A;America/Los_Angeles
1300;TCS;Truth Or Consequences Muni;33,236944;-107,27175;4853;-7;A;America/Denver
1301;TCT;Takotna Airport;62,971944;-156,082778;825;-9;A;America/Anchorage
1302;TEB;Teterboro;40,850103;-74,060837;9;-5;A;America/New_York
1303;TEK;Tatitlek Airport;60,8725;-146,691111;62;-9;A;America/Anchorage
1304;TEX;Telluride;37,953759;-107,90848;9078;-7;A;America/Denver
1305;TIK;Tinker Afb;35,414739;-97,386633;1291;-6;A;America/Chicago
1306;TIW;Tacoma Narrows Airport;47,267944;-122,57811;294;-8;A;America/Los_Angeles
1307;TIX;Space Coast Reg'l Airport;28,5148;-80,7992278;34;-5;A;America/New_York
1308;TKA;Talkeetna;62,3205;-150,093694;358;-9;A;America/Anchorage
1309;TKE;Tenakee Seaplane Base;57,779722;-135,218333;0;-9;A;America/Anchorage
